rel_year,coef,ci_low,ci_high
-3,4.947234624174508e-15,4.9472346240280055e-15,4.9472346243210105e-15
-2,2.0027427112024275e-18,2.002742711185518e-18,2.0027427112193372e-18
-1,0.0,0.0,0.0
0,0.011437634063429304,-0.011800445925346391,0.034675714052205
1,0.0030069214804977693,-0.019357041520462116,0.025370884481457655
2,-0.020273104868652237,-0.042621650576143574,0.0020754408388390967
3,-0.023133726539635836,-0.05012293235619682,0.003855479276925148
4,0.019491806145996476,0.00012377196986061018,0.03885984032213234
